"Date","Time","Open","High","Low","Close","Vol","OI"
02/15/2001,13:20,464.500,464.500,459.500,460.000,1933,20958
02/16/2001,13:20,461.500,462.750,459.000,462.750,1212,21126
02/20/2001,13:20,468.000,469.500,464.000,464.750,1712,21229
02/21/2001,13:20,465.000,470.500,465.000,465.250,2290,21548
02/22/2001,13:20,466.000,469.000,462.500,463.000,1850,21311
02/23/2001,13:20,461.000,461.500,453.000,454.750,3315,21104
02/26/2001,13:20,455.500,456.750,452.000,454.000,1556,20771
02/27/2001,13:20,455.000,459.500,455.000,458.750,3239,21774
02/28/2001,13:20,465.000,475.000,464.000,465.500,5850,21774
03/01/2001,13:20,467.000,474.000,464.500,471.500,2657,21930
03/02/2001,13:20,472.500,473.500,466.250,467.000,1740,22272
03/05/2001,13:20,468.000,471.750,467.000,468.750,2754,21693
03/06/2001,13:20,468.500,476.500,468.250,476.500,2735,21645
03/07/2001,13:20,477.500,477.500,470.500,471.500,3313,21950
03/08/2001,13:20,469.000,477.000,469.000,472.000,3807,22765
03/09/2001,13:20,472.000,475.500,471.000,472.000,1644,22897
03/12/2001,13:20,469.500,473.500,468.000,471.000,1117,22787
03/13/2001,13:20,470.500,471.500,466.000,466.500,1582,22732
03/14/2001,13:20,464.000,464.500,452.500,453.750,5345,22257
03/15/2001,13:20,455.000,455.750,446.000,451.500,6011,22274
03/16/2001,13:20,451.500,454.000,448.500,449.250,3587,22096
03/19/2001,13:20,452.500,454.000,447.500,450.750,3001,22271
03/20/2001,13:20,452.500,456.500,452.250,454.750,2785,22483
03/21/2001,13:20,453.500,453.500,447.000,450.500,3332,22460
03/22/2001,13:20,446.000,446.000,441.500,442.500,4465,23128
03/23/2001,13:20,444.250,445.000,439.000,440.250,4810,23690
03/26/2001,13:20,443.000,446.250,443.000,445.750,1810,23755
03/27/2001,13:20,445.750,449.000,444.000,448.750,2873,23278
03/28/2001,13:20,446.750,447.500,444.250,445.250,2607,23072
03/29/2001,13:20,445.500,446.000,437.500,437.750,6358,23645
03/30/2001,13:20,438.000,440.000,426.000,428.000,12510,24889
04/02/2001,13:20,431.000,435.000,430.500,434.000,4789,25528
04/03/2001,13:20,432.000,438.500,430.500,434.750,4411,26483
04/04/2001,13:20,434.500,441.000,433.250,440.250,4543,27285
04/05/2001,13:20,441.500,442.000,435.500,439.500,3740,27482
04/06/2001,13:20,439.000,439.500,436.500,436.750,2150,27734
04/09/2001,13:20,438.000,442.500,438.000,441.750,2994,27531
04/10/2001,13:20,444.000,444.000,433.500,435.250,6503,27914
04/11/2001,13:20,436.500,439.750,436.000,439.250,3733,28241
04/12/2001,13:20,438.500,441.500,434.500,438.250,5225,28525
04/16/2001,13:20,438.250,439.500,430.500,435.000,5236,29090
04/17/2001,13:20,434.000,434.000,429.000,432.000,5959,29866
04/18/2001,13:20,429.500,432.000,426.000,430.000,10860,30627
04/19/2001,13:20,429.000,429.500,421.750,422.000,8554,32118
04/20/2001,13:20,423.500,427.000,421.500,423.000,7730,34103
04/23/2001,13:20,423.500,424.000,417.500,419.000,8559,35044
04/24/2001,13:20,421.000,424.000,417.500,423.500,7884,35653
04/25/2001,13:20,424.000,426.500,420.000,420.500,9609,35313
04/26/2001,13:20,424.500,430.500,424.000,429.750,9048,35198
04/27/2001,13:20,427.000,429.500,424.000,426.250,7847,35893
04/30/2001,13:20,427.000,437.500,422.500,434.500,9826,35780
05/01/2001,13:20,433.500,439.500,432.500,433.750,7486,35580
05/02/2001,13:20,434.000,440.000,432.500,434.500,8003,35111
05/03/2001,13:20,435.000,435.500,428.500,428.750,9389,36252
05/04/2001,13:20,429.000,437.000,429.000,436.250,5322,36311
05/07/2001,13:20,432.000,434.500,428.000,429.500,6656,36153
05/08/2001,13:20,431.500,432.000,427.000,430.500,8651,36107
05/09/2001,13:20,431.500,433.500,428.500,429.750,5517,36463
05/10/2001,13:20,424.000,429.500,421.500,422.250,11984,38818
05/11/2001,13:20,423.000,425.750,420.500,423.000,6177,38956
05/14/2001,13:20,427.500,437.500,427.500,431.500,13479,39383
05/15/2001,13:20,433.000,433.250,428.250,431.750,8931,39867
05/16/2001,13:20,429.000,437.000,428.000,434.500,10200,40049
05/17/2001,13:20,432.000,439.000,432.000,438.250,10179,40598
05/18/2001,13:20,440.000,441.500,435.000,438.000,7267,40436
05/21/2001,13:20,434.000,437.500,431.750,432.500,6978,40355
05/22/2001,13:20,433.500,434.000,429.000,432.250,7562,40101
05/23/2001,13:20,436.000,437.250,431.000,431.500,9664,41149
05/24/2001,13:20,434.000,436.000,432.500,433.000,9181,41635
05/25/2001,13:20,433.000,435.000,428.500,428.750,8910,42475
05/29/2001,13:20,428.500,428.500,422.500,423.000,9862,43722
05/30/2001,13:20,424.500,425.500,420.000,420.250,12249,44325
05/31/2001,13:20,422.000,433.500,421.250,432.250,13738,45617
06/01/2001,13:20,439.500,443.500,436.000,439.750,16919,46967
06/04/2001,13:20,438.000,439.000,433.750,438.750,7489,47478
06/05/2001,13:20,444.000,446.000,436.500,436.750,12719,47592
06/06/2001,13:20,438.000,444.750,437.500,443.500,10755,47652
06/07/2001,13:20,445.500,449.000,442.250,446.000,18300,49207
06/08/2001,13:20,444.500,449.500,442.500,448.500,12646,50349
06/11/2001,13:20,450.000,455.000,448.000,453.750,13896,51199
06/12/2001,13:20,456.000,459.000,451.000,457.000,15746,51267
06/13/2001,13:20,456.500,459.500,453.000,455.750,12249,51497
06/14/2001,13:20,453.500,456.000,451.000,452.500,10455,51623
06/15/2001,13:20,448.000,449.000,438.000,439.750,16587,52089
06/18/2001,13:20,445.000,445.000,440.250,444.500,12354,52071
06/19/2001,13:20,445.000,449.500,440.000,448.750,15871,54458
06/20/2001,13:20,448.000,450.500,442.500,442.750,12226,54667
06/21/2001,13:20,440.000,442.500,438.000,440.250,15695,57490
06/22/2001,13:20,441.500,443.000,433.000,434.000,19136,59363
06/25/2001,13:20,434.000,434.000,429.000,431.250,20756,61401
06/26/2001,13:20,433.000,439.000,431.750,438.500,17002,62353
06/27/2001,13:20,440.500,446.000,440.500,443.000,22836,62998
06/28/2001,13:20,445.500,445.500,439.000,441.000,18394,62998
06/29/2001,13:20,470.000,470.000,455.750,464.000,59090,71791
07/02/2001,13:20,463.000,475.000,460.500,472.750,43186,75331
07/03/2001,13:20,471.000,478.500,470.250,476.000,36571,76460
07/05/2001,13:20,477.000,484.500,473.000,481.250,36675,78532
07/06/2001,13:20,483.500,484.500,476.250,478.000,29867,80956
07/09/2001,13:20,476.000,491.000,475.500,489.000,39763,82508
07/10/2001,13:20,492.000,501.000,490.500,496.500,49098,84010
07/11/2001,13:20,510.000,518.500,503.000,503.500,58045,85376
07/12/2001,13:20,514.000,525.500,514.000,524.500,54537,90286
07/13/2001,13:20,518.000,525.000,515.000,522.750,42646,90028
07/16/2001,13:20,514.000,518.250,503.500,508.750,43345,90616
07/17/2001,13:20,533.000,538.000,521.000,523.250,56056,94893
07/18/2001,13:20,510.000,518.000,507.000,510.000,37381,95160
07/19/2001,13:20,508.000,513.000,503.000,507.750,39564,93045
07/20/2001,13:20,497.000,501.000,484.500,486.250,45692,88846
07/23/2001,13:20,486.000,498.000,484.000,497.500,32437,88880
07/24/2001,13:20,494.000,502.500,491.000,495.000,33462,87427
07/25/2001,13:20,499.000,505.000,494.500,504.250,26336,87100
07/26/2001,13:20,513.000,516.000,501.000,504.000,43867,89253
07/27/2001,13:20,509.000,515.000,506.500,513.250,31167,91394
07/30/2001,13:20,508.000,510.500,501.500,502.250,32578,92030
07/31/2001,13:20,498.000,516.000,495.000,512.500,45696,93264
08/01/2001,13:20,508.000,514.500,504.250,506.250,30770,91813
08/02/2001,13:20,510.000,510.500,489.000,491.750,53269,90404
08/03/2001,13:20,491.750,491.750,480.000,485.500,45049,87916
08/06/2001,13:20,487.500,494.000,481.000,492.750,29902,85314
08/07/2001,13:20,500.000,502.750,495.500,500.000,27300,86635
08/08/2001,13:20,502.000,507.500,500.500,502.000,29174,87881
08/09/2001,13:20,503.000,509.250,501.500,505.250,23336,87358
08/10/2001,13:20,516.000,519.000,511.000,512.000,40343,90694
08/13/2001,13:20,513.000,520.000,510.500,518.000,26843,89743
08/14/2001,13:20,511.500,513.000,506.500,507.500,29949,91815
08/15/2001,13:20,510.500,515.500,502.500,513.000,32414,91896
08/16/2001,13:20,511.000,513.000,494.500,499.750,54637,93719
08/17/2001,13:20,505.000,506.500,497.500,502.750,28854,93623
08/20/2001,13:20,490.000,491.000,484.250,486.750,33862,92068
08/21/2001,13:20,486.500,494.000,483.000,492.250,33790,90599
08/22/2001,13:20,491.250,493.000,485.000,487.000,26259,90599
08/23/2001,13:20,481.500,484.000,473.500,482.750,46633,89089
08/24/2001,13:20,478.500,485.750,477.000,478.500,29047,87956
08/27/2001,13:20,475.000,482.500,474.500,482.000,20438,86956
08/28/2001,13:20,489.000,489.250,477.000,479.000,35047,87350
08/29/2001,13:20,478.750,487.000,476.750,485.750,32925,88139
08/30/2001,13:20,485.250,486.250,477.500,481.000,33591,87229
08/31/2001,13:20,480.500,487.000,479.500,486.000,27411,86965
09/04/2001,13:20,486.000,486.000,480.500,484.250,21459,86722
09/05/2001,13:20,486.500,487.000,477.000,478.250,26656,89103
09/06/2001,13:20,478.000,478.000,470.000,470.250,32258,88396
09/07/2001,13:20,471.000,473.500,469.000,469.750,19790,89235
09/10/2001,13:20,470.000,471.000,466.250,470.000,20512,89576
09/17/2001,13:20,473.000,483.500,469.500,480.000,30811,90480
09/18/2001,13:20,478.750,481.500,473.500,475.000,18768,89691
09/19/2001,13:20,475.000,476.500,464.750,469.500,37743,90792
09/20/2001,13:20,469.250,474.750,468.000,473.500,22035,90107
09/21/2001,13:20,473.500,476.500,463.750,469.750,36376,91073
09/24/2001,13:20,469.750,475.000,467.000,468.000,20084,90562
09/25/2001,13:20,468.000,473.500,463.000,463.500,32776,88862
09/26/2001,13:20,463.000,466.000,460.750,465.000,30021,91213
09/27/2001,13:20,465.250,467.000,460.000,461.750,26890,94485
09/28/2001,13:20,461.250,461.500,450.500,451.250,43882,92984
10/01/2001,13:20,451.000,455.500,450.000,452.000,30434,92682
10/02/2001,13:20,452.000,456.250,451.250,453.000,30703,92424
10/03/2001,13:20,452.500,455.000,450.000,452.000,26971,92586
10/04/2001,13:20,451.250,455.500,449.000,451.000,37664,92750
10/05/2001,13:20,450.250,453.500,448.250,452.250,28779,91352
10/08/2001,13:20,452.000,458.000,451.500,454.000,30846,90185
10/09/2001,13:20,453.500,455.500,451.000,451.500,30876,89052
10/10/2001,13:20,451.000,452.750,447.000,448.250,30577,88804
10/11/2001,13:20,448.250,450.000,447.250,447.750,25633,86289
10/12/2001,13:20,447.500,447.500,433.000,435.500,52247,84800
10/15/2001,13:20,435.250,437.000,428.000,429.250,40576,83844
10/16/2001,13:20,429.000,432.000,428.750,430.500,30161,82061
10/17/2001,13:20,430.500,435.500,427.750,434.000,37405,79836
10/18/2001,13:20,433.500,436.000,430.500,431.000,29741,78617
10/19/2001,13:20,430.750,431.250,424.000,424.750,33097,79114
10/22/2001,13:20,421.500,425.750,420.500,420.750,29703,77304
10/23/2001,13:20,420.500,423.750,420.000,420.750,33149,75068
10/24/2001,13:20,420.500,425.750,419.750,424.500,33642,70747
10/25/2001,13:20,423.500,430.000,423.250,428.250,31384,65654
10/26/2001,13:20,428.000,430.000,425.750,426.500,44656,54048
10/29/2001,13:20,425.000,429.500,425.000,426.500,33500,37693
10/30/2001,13:20,426.500,433.000,426.500,431.750,46390,23162
10/31/2001,13:20,431.250,433.750,428.000,428.000,16938,18729
11/01/2001,13:20,436.000,442.750,435.250,441.500,46071,80736
11/02/2001,13:20,441.500,443.000,438.500,439.000,33140,80860
11/05/2001,13:20,439.000,442.250,437.500,441.250,24725,81849
11/06/2001,13:20,440.750,442.250,435.500,436.000,30321,82359
11/07/2001,13:20,436.000,445.000,435.750,441.250,38005,83016
11/08/2001,13:20,441.000,444.250,436.500,437.750,30656,82207
11/09/2001,13:20,437.000,447.000,436.750,444.500,38108,80095
11/12/2001,13:20,444.000,449.000,442.750,447.250,25611,78054
11/13/2001,13:20,446.750,448.250,444.000,445.250,20949,78362
11/14/2001,13:20,445.000,449.750,445.000,447.250,24985,78172
11/15/2001,13:20,447.000,448.250,444.500,446.750,19484,77776
11/16/2001,13:20,446.250,453.000,445.250,452.500,35262,79132
11/19/2001,13:20,452.000,454.750,451.250,452.250,28150,78875
11/20/2001,13:20,452.250,454.250,447.000,448.500,32190,76647
11/21/2001,13:20,448.250,452.000,448.000,450.000,18570,74898
11/23/2001,13:20,450.000,454.000,450.000,451.250,14654,76297
11/26/2001,13:20,451.250,452.000,440.000,441.250,43772,72719
11/27/2001,13:20,441.750,444.500,438.250,444.000,36052,71395
11/28/2001,13:20,443.250,444.000,434.250,435.500,34742,70699
11/29/2001,13:20,435.000,438.500,434.500,436.500,29140,70880
11/30/2001,13:20,436.500,449.500,436.500,444.500,46387,69309
12/03/2001,13:20,444.000,448.750,443.500,447.250,24595,68311
12/04/2001,13:20,446.500,448.500,442.500,444.750,23428,68285
12/05/2001,13:20,444.000,444.750,440.250,442.500,20477,68815
12/06/2001,13:20,442.500,445.500,441.000,441.500,19901,69073
12/07/2001,13:20,441.000,447.500,439.000,445.250,33835,69769
12/10/2001,13:20,445.000,445.750,441.500,443.000,19874,66845
12/11/2001,13:20,443.000,444.750,435.500,437.500,35183,68438
12/12/2001,13:20,436.750,437.000,432.000,432.500,26815,66978
12/13/2001,13:20,432.000,436.000,431.500,433.750,26942,65658
12/14/2001,13:20,434.250,438.250,433.250,436.250,27311,65557
12/17/2001,13:20,436.500,438.500,434.500,436.750,25084,62475
12/18/2001,13:20,436.250,439.500,431.500,432.000,29974,58168
12/19/2001,13:20,432.000,437.000,431.000,435.000,32674,53614
12/20/2001,13:20,435.000,438.000,434.000,435.500,26963,48703
12/21/2001,13:20,435.500,437.000,434.500,435.500,39927,43333
12/26/2001,13:20,435.500,436.500,428.000,428.250,23592,29344
12/27/2001,13:20,428.250,430.000,427.000,427.500,22223,21921
12/28/2001,13:20,428.000,429.500,425.000,425.750,26007,73076
12/31/2001,13:20,425.500,425.500,421.000,422.250,16175,73058
01/02/2002,13:20,422.000,424.500,415.750,418.250,38993,78022
01/03/2002,13:20,418.000,424.500,418.000,424.000,28773,77528
01/04/2002,13:20,423.500,426.750,422.250,424.500,27534,77874
01/07/2002,13:20,424.500,437.000,424.500,430.750,48539,77678
01/08/2002,13:20,430.750,437.000,430.500,435.000,36037,75697
01/09/2002,13:20,435.000,440.750,434.000,439.500,48394,73592
01/10/2002,13:20,438.750,439.500,430.500,432.500,33454,71676
01/11/2002,13:20,432.000,444.500,431.500,443.000,50375,71579
01/14/2002,13:20,443.000,452.500,443.000,446.750,53170,70406
01/15/2002,13:20,446.250,450.250,444.250,446.000,32755,69221
01/16/2002,13:20,445.500,453.250,444.000,452.500,35849,70166
01/17/2002,13:20,452.000,454.500,447.250,450.750,45028,71093
01/18/2002,13:20,450.250,451.250,445.000,445.500,24738,69813
01/22/2002,13:20,447.000,449.000,438.000,439.000,31554,69522
01/23/2002,13:20,438.250,441.500,433.000,433.500,31710,67124
01/24/2002,13:20,433.750,438.000,433.000,437.250,31585,65035
01/25/2002,13:20,438.000,439.500,429.500,430.750,36404,64826
01/28/2002,13:20,428.500,432.000,425.250,431.000,35181,62416
01/29/2002,13:20,431.000,432.000,425.000,428.500,28953,61949
01/30/2002,13:20,427.750,429.000,425.500,427.750,22184,62338
01/31/2002,13:20,428.000,431.250,425.500,430.250,35077,63844
02/01/2002,13:20,430.250,431.000,426.000,426.750,21746,62715
02/04/2002,13:20,428.000,434.500,426.750,434.000,25160,61241
02/05/2002,13:20,433.500,435.500,432.000,432.750,24652,61517
02/06/2002,13:20,432.500,435.000,426.250,428.000,30424,62918
02/07/2002,13:20,427.750,432.000,427.250,431.250,21516,60287
02/08/2002,13:20,431.750,433.000,425.250,429.000,27010,60275
02/11/2002,13:20,429.500,432.000,427.500,431.000,20665,57286
02/12/2002,13:20,431.000,436.750,430.500,436.250,23656,55842
02/13/2002,13:20,436.000,441.500,435.500,439.500,37513,54425
02/14/2002,13:20,439.000,440.000,435.750,436.250,23231,52882
02/15/2002,13:20,435.500,437.750,434.250,437.250,20464,50649
02/19/2002,13:20,437.750,439.000,435.000,438.250,29660,46166
02/20/2002,13:20,438.000,447.000,437.500,445.000,29236,43193
02/21/2002,13:20,444.500,445.000,440.500,444.000,18727,40161
02/22/2002,13:20,444.000,445.250,440.750,441.250,17029,37336
02/25/2002,13:20,443.000,443.000,435.000,436.750,16385,30395
02/26/2002,13:20,436.000,438.750,435.500,436.750,22251,26079
02/27/2002,13:20,437.000,444.750,436.500,442.750,22466,17705
02/28/2002,13:20,441.500,443.500,434.500,435.750,12171,13458
03/01/2002,13:20,440.500,452.500,439.500,451.500,49201,74480
03/04/2002,13:20,450.250,453.250,446.750,451.000,32404,75333
03/05/2002,13:20,450.500,458.500,448.750,457.250,42716,73631
03/06/2002,13:20,456.500,457.000,452.500,454.500,29016,74429
03/07/2002,13:20,454.250,466.500,453.250,459.500,65867,77413
03/08/2002,13:20,459.000,468.000,456.500,465.500,50594,79899
03/11/2002,13:20,464.000,465.500,460.250,464.750,34541,80616
03/12/2002,13:20,464.500,467.500,461.500,463.250,29813,79474
03/13/2002,13:20,462.500,463.750,459.000,462.750,27609,78718
03/14/2002,13:20,463.000,470.000,462.000,468.500,32814,79346
03/15/2002,13:20,468.000,474.250,466.250,472.250,41498,80318
03/18/2002,13:20,471.000,472.000,460.000,460.500,36837,77614
03/19/2002,13:20,460.750,464.000,455.750,463.500,37743,78119
03/20/2002,13:20,463.500,464.250,457.750,458.500,23217,75929
03/21/2002,13:20,458.500,464.500,456.500,459.250,34780,76846
03/22/2002,13:20,459.500,467.000,458.750,464.500,32616,76270
03/25/2002,13:20,464.000,466.000,461.000,462.500,24159,74103
03/26/2002,13:20,462.500,468.500,462.500,467.750,24163,72672
03/27/2002,13:20,467.250,473.500,467.000,472.750,29771,73043
03/28/2002,13:20,471.500,480.500,470.500,476.250,43833,71970
04/01/2002,13:20,475.000,477.000,472.000,475.750,22396,70626
04/02/2002,13:20,475.750,477.000,471.000,473.250,22210,70210
04/03/2002,13:20,472.500,472.750,461.250,461.750,40924,67805
04/04/2002,13:20,461.500,463.000,456.750,459.000,41039,61853
04/05/2002,13:20,459.500,466.500,458.250,465.500,25086,58954
04/08/2002,13:20,463.500,464.500,453.000,458.000,40225,57744
04/09/2002,13:20,458.000,462.250,457.250,461.250,24467,55042
04/10/2002,13:20,461.000,465.000,457.000,460.500,34381,52219
04/11/2002,13:20,460.750,461.250,457.500,458.000,12772,46483
04/12/2002,13:20,458.000,461.750,454.000,461.000,15811,43044
04/15/2002,13:20,461.750,462.500,455.250,456.500,13649,40353
04/16/2002,13:20,456.500,464.750,456.500,463.250,16703,38224
04/17/2002,13:20,463.000,476.000,461.250,473.250,24729,37687
04/18/2002,13:20,472.500,474.500,468.000,470.250,14530,37735
04/19/2002,13:20,470.000,478.000,469.000,472.000,18027,35682
04/22/2002,13:20,472.000,478.000,470.000,470.500,13271,34332
04/23/2002,13:20,470.000,474.750,468.000,474.000,13143,30720
04/24/2002,13:20,475.000,480.000,473.250,479.500,22719,26963
04/25/2002,13:20,479.250,480.750,473.500,474.000,18287,26668
04/26/2002,13:20,474.000,475.500,467.250,467.500,25124,19412
04/29/2002,13:20,467.000,467.750,460.250,461.750,22077,12388
04/30/2002,13:20,461.750,463.500,459.250,462.250,11970,7915
05/01/2002,13:20,466.500,467.750,462.750,464.250,19333,83232
05/02/2002,13:20,464.250,466.500,462.500,463.750,23549,81810
05/03/2002,13:20,463.250,463.500,457.000,461.250,34325,81820
05/06/2002,13:20,460.000,465.250,458.000,462.750,26676,83703
05/07/2002,13:20,462.750,466.250,462.000,465.500,19338,81543
05/08/2002,13:20,465.500,472.750,463.000,472.000,37926,82776
05/09/2002,13:20,471.500,476.750,470.750,476.250,31935,82374
05/10/2002,13:20,476.000,479.500,467.000,470.750,36023,83061
05/13/2002,13:20,472.000,480.000,472.000,477.500,34832,84805
05/14/2002,13:20,475.750,479.500,474.250,476.000,22552,83828
05/15/2002,13:20,476.000,483.000,474.500,482.000,35073,86680
05/16/2002,13:20,481.000,487.250,479.000,484.750,42471,88484
05/17/2002,13:20,484.750,488.000,483.500,487.500,33897,89344
05/20/2002,13:20,485.000,492.500,482.750,491.250,37469,92242
05/21/2002,13:20,491.750,492.750,487.000,490.500,29150,92369
05/22/2002,13:20,490.500,496.500,489.500,493.000,38165,93064
05/23/2002,13:20,493.500,493.750,487.000,491.500,28805,92939
05/24/2002,13:20,489.500,494.000,487.000,491.000,33883,93041
05/28/2002,13:20,489.000,497.750,488.000,497.250,32000,92256
05/29/2002,13:20,497.500,500.250,494.750,496.250,40618,91118
05/30/2002,13:20,495.500,503.250,494.250,501.250,30361,92111
05/31/2002,13:20,501.000,510.750,500.500,508.750,44856,92346
06/03/2002,13:20,506.750,509.500,503.000,505.500,30999,91743
06/04/2002,13:20,504.750,516.750,504.250,509.750,37176,90889
06/05/2002,13:20,509.000,514.750,507.750,513.750,33161,87296
06/06/2002,13:20,513.750,519.500,512.500,513.250,35940,86374
06/07/2002,13:20,513.250,513.500,505.500,507.500,31652,83373
06/10/2002,13:20,505.500,506.000,498.500,500.500,27999,81109
06/11/2002,13:20,500.000,503.250,496.750,500.500,33952,78871
06/12/2002,13:20,500.500,502.250,492.500,493.250,37195,76741
06/13/2002,13:20,493.250,503.000,493.000,501.250,36239,76635
06/14/2002,13:20,501.000,502.500,495.250,497.000,29688,74582
06/17/2002,13:20,495.750,502.000,492.750,498.750,24862,73386
06/18/2002,13:20,499.250,499.250,490.250,493.000,35055,69409
06/19/2002,13:20,492.500,494.500,488.500,491.500,36167,65241
06/20/2002,13:20,492.000,492.500,487.000,487.500,30505,57480
06/21/2002,13:20,488.000,499.500,487.000,495.000,37674,50580
06/24/2002,13:20,499.750,510.000,499.750,505.250,40329,46790
06/25/2002,13:20,507.000,508.000,501.000,503.250,31857,34922
06/26/2002,13:20,503.000,514.500,499.750,514.000,30314,29705
06/27/2002,13:20,513.000,524.250,512.500,522.000,29600,20637
06/28/2002,13:20,489.000,512.000,489.000,506.750,54223,89764
07/01/2002,13:20,510.000,520.000,509.000,518.750,49986,94121
07/02/2002,13:20,521.500,524.500,507.000,509.000,50425,95631
07/03/2002,13:20,508.000,514.500,498.000,511.000,43574,97133
07/05/2002,13:20,514.000,515.500,506.500,514.000,27636,97365
07/08/2002,13:20,508.000,514.500,503.500,507.500,32930,96249
07/09/2002,13:20,510.250,521.000,510.250,517.000,38380,97069
07/10/2002,13:20,515.000,518.500,507.500,515.250,39585,98194
