commodity,sub_commodity,location,stat,unit,frequency,year,period,value
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2018,YEAR - NOV FORECAST,117650000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2018,YEAR - OCT FORECAST,116350000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2018,YEAR - SEP FORECAST,116480000
CORN,GRAIN,AR,PRODUCTION,$,ANNUAL,2019,YEAR,494813000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2019,YEAR,128625000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2019,YEAR - AUG FORECAST,135000000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2019,YEAR - NOV FORECAST,129500000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2019,YEAR - OCT FORECAST,129500000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2019,YEAR - SEP FORECAST,132750000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2020,YEAR,110715000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2020,YEAR - AUG FORECAST,113125000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2020,YEAR - OCT FORECAST,110715000
CORN,GRAIN,AR,PRODUCTION,BU,ANNUAL,2020,YEAR - SEP FORECAST,113125000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2000,YEAR,17981000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2000,YEAR,6468000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2001,YEAR,16249000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2001,YEAR,5824000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2002,YEAR,16265000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2002,YEAR,5180000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2003,YEAR,13710000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2003,YEAR,4180000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2004,YEAR,14726000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2004,YEAR,4860000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2005,YEAR,13642000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2005,YEAR,4290000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2006,YEAR,13372000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2006,YEAR,3060000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2007,YEAR,20472000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2007,YEAR,4070000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2008,YEAR,14355000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2008,YEAR,2475000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2009,YEAR,14490000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2009,YEAR,3500000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2010,YEAR,26796000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2010,YEAR,4620000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2011,YEAR,42239000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2011,YEAR,6230000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2012,YEAR,48922000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2012,YEAR,6240000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2013,YEAR,53169000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2013,YEAR,9027000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2014,YEAR,31517000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2014,YEAR,5880000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2015,YEAR,37649000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2015,YEAR,7560000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2016,YEAR,50848000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2016,YEAR,10750000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2017,YEAR,28392000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2017,YEAR,6240000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2018,YEAR,21824000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2018,YEAR,4400000
CORN,GRAIN,AZ,PRODUCTION,$,ANNUAL,2019,YEAR,45299000
CORN,GRAIN,AZ,PRODUCTION,BU,ANNUAL,2019,YEAR,8547000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2000,YEAR,85034000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2000,YEAR,34850000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2001,YEAR,66640000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2001,YEAR,27200000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2002,YEAR,69615000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2002,YEAR,25500000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2003,YEAR,64960000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2003,YEAR,22400000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2004,YEAR,69563000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2004,YEAR,26250000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2005,YEAR,60372000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2005,YEAR,22360000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2006,YEAR,60803000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2006,YEAR,18150000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2007,YEAR,148002000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2007,YEAR,34580000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2008,YEAR,158126000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2008,YEAR,33150000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2009,YEAR,123264000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2009,YEAR,28800000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2010,YEAR,175565000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2010,YEAR,34560000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2011,YEAR,174032000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2011,YEAR,27150000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2012,YEAR,216432000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2012,YEAR,32400000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2012,YEAR - AUG FORECAST,34200000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2012,YEAR - NOV FORECAST,34200000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2012,YEAR - OCT FORECAST,34200000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2012,YEAR - SEP FORECAST,34200000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2013,YEAR,183245000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2013,YEAR,34380000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2013,YEAR - AUG FORECAST,32300000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2013,YEAR - NOV FORECAST,32300000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2013,YEAR - SEP FORECAST,32300000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2014,YEAR,75397000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2014,YEAR,15675000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2014,YEAR - AUG FORECAST,18700000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2014,YEAR - NOV FORECAST,18150000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2014,YEAR - OCT FORECAST,17600000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2014,YEAR - SEP FORECAST,19250000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2015,YEAR,41354000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2015,YEAR,9420000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2015,YEAR - AUG FORECAST,11700000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2015,YEAR - NOV FORECAST,12350000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2015,YEAR - OCT FORECAST,12025000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2015,YEAR - SEP FORECAST,12025000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2016,YEAR,86765000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2016,YEAR,18500000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2016,YEAR - AUG FORECAST,13875000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2016,YEAR - NOV FORECAST,13500000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2016,YEAR - OCT FORECAST,13500000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2016,YEAR - SEP FORECAST,13875000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2017,YEAR,56112000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2017,YEAR,13360000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2017,YEAR - AUG FORECAST,16200000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2017,YEAR - NOV FORECAST,18400000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2017,YEAR - OCT FORECAST,18400000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2017,YEAR - SEP FORECAST,17800000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2018,YEAR,49478000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2018,YEAR,11245000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2018,YEAR - AUG FORECAST,13650000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2018,YEAR - NOV FORECAST,13725000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2018,YEAR - OCT FORECAST,13350000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2018,YEAR - SEP FORECAST,13125000
CORN,GRAIN,CA,PRODUCTION,$,ANNUAL,2019,YEAR,45864000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2019,YEAR,10080000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2019,YEAR - AUG FORECAST,11620000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2019,YEAR - NOV FORECAST,14400000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2019,YEAR - OCT FORECAST,14850000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2019,YEAR - SEP FORECAST,11270000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2020,YEAR,7750000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2020,YEAR - AUG FORECAST,8200000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2020,YEAR - OCT FORECAST,7750000
CORN,GRAIN,CA,PRODUCTION,BU,ANNUAL,2020,YEAR - SEP FORECAST,8000000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2000,YEAR,301392000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2000,YEAR,144900000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2000,YEAR,134500000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2000,YEAR,10400000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2001,YEAR,319074000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2001,YEAR,149800000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2001,YEAR,134000000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2001,YEAR,15800000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2002,YEAR,273240000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2002,YEAR,108000000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2002,YEAR,106000000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2002,YEAR,2000000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2003,YEAR,299174000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2003,YEAR,120150000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2003,YEAR,114500000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2003,YEAR,5650000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2004,YEAR,313092000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2004,YEAR,140400000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2004,YEAR,127400000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2004,YEAR,13000000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2005,YEAR,313538000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2005,YEAR,140600000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2005,YEAR,131560000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2005,YEAR,9040000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2006,YEAR,405163000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2006,YEAR,134160000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2006,YEAR,126640000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2006,YEAR,7520000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2007,YEAR,587664000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2007,YEAR,148400000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2007,YEAR,123000000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2007,YEAR,25400000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2008,YEAR,572852000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2008,YEAR,138370000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2008,YEAR,124770000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2008,YEAR,13600000
CORN,GRAIN,CO,PRODUCTION,$,ANNUAL,2009,YEAR,557410000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2009,YEAR,151470000
CORN,GRAIN,CO,PRODUCTION,BU,ANNUAL,2009,YEAR,132000000
