commodity,sub_commodity,location,stat,unit,frequency,year,period,value
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,
CORN,"ON FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,
CORN,"ON FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,35000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2000,FIRST OF JUN,18000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2000,FIRST OF SEP,5700000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2000,FIRST OF DEC,55000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2001,FIRST OF MAR,34000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2001,FIRST OF JUN,20000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2001,FIRST OF SEP,6000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,65000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,34000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2002,FIRST OF JUN,26000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2002,FIRST OF SEP,5000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,53000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,29000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2003,FIRST OF JUN,16000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2003,FIRST OF SEP,6500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,47000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,22000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2004,FIRST OF JUN,15000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2004,FIRST OF SEP,7500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,67000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,35000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,20000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,7500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,70000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,34000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2006,FIRST OF JUN,20000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2006,FIRST OF SEP,5300000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2006,FIRST OF DEC,58000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2007,FIRST OF MAR,28000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2007,FIRST OF JUN,10000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2007,FIRST OF SEP,5500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2007,FIRST OF DEC,60000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2008,FIRST OF MAR,33000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2008,FIRST OF JUN,15000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2008,FIRST OF SEP,3700000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,55000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,30000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,20000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,5900000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,63000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,33000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,16000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,5200000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,53000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,27000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,12000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,2300000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,67000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,35000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,11500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,5000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,47000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,27000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,8000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,6000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,64000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,29000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,13500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,5500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,63000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,36000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,14000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,3500000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,49000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,33000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,22000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,13000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,62000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,39000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,15000000
CORN,"ON FARM, GRAIN",CO,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,3500000
