commodity,sub_commodity,location,stat,unit,frequency,year,period,value
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2007,FIRST OF MAR,3514000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2007,FIRST OF JUN,3549000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2007,FIRST OF SEP,1225000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2007,FIRST OF DEC,6229000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2008,FIRST OF MAR,5224000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2008,FIRST OF JUN,2291000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2008,FIRST OF SEP,1143000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,3670000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,2709000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,2018000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,941000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,5464000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,3774000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,2298000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,757000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,4128000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,5848000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,3466000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,1179000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,4803000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,4698000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,2996000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,584000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,5398000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,5891000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,6447000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,1533000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,6872000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,6194000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,4145000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,898000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,6440000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,6189000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,5042000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,2651000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,7249000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,6765000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,5314000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,3130000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,7691000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,7247000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,5881000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,2855000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,7231000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,5996000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,4656000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,3164000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,8063000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,6733000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,2676000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,4866000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,9930000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,9437000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,6560000
CORN,"OFF FARM, GRAIN",AL,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,1855000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,2748000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2000,FIRST OF JUN,2081000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2000,FIRST OF DEC,4603000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2001,FIRST OF MAR,3010000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2001,FIRST OF JUN,2328000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,9157000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,6460000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2002,FIRST OF JUN,2873000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,7776000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,5923000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2003,FIRST OF JUN,2857000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,11282000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,8184000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2004,FIRST OF JUN,4093000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,11373000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,8793000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,3596000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,1820000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,9911000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,8325000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2006,FIRST OF JUN,4203000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2006,FIRST OF SEP,3768000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2006,FIRST OF DEC,5905000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2007,FIRST OF MAR,3947000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2007,FIRST OF JUN,2399000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2007,FIRST OF SEP,633000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2007,FIRST OF DEC,24658000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2008,FIRST OF MAR,16559000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2008,FIRST OF JUN,8023000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,12960000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,10041000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,5519000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,2192000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,9983000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,8469000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,3409000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,1297000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,11184000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,9801000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,4366000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,2612000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,16001000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,8897000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,3541000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,226000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,30896000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,17323000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,6499000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,61000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,33192000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,14076000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,5520000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,27309000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,12649000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,3962000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,18361000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,15872000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,7627000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,29756000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,15366000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,8650000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,2048000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,27195000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,14769000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,4170000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,951000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,22221000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,22439000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,14222000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,2052000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,33377000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,25227000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,12380000
CORN,"OFF FARM, GRAIN",AR,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,1114000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,780000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,1531000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,1048000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,1507000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,1798000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,3154000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,980000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,1708000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,3218000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,2323000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,2076000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,2384000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,2748000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2008,FIRST OF DEC,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF MAR,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF JUN,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2009,FIRST OF DEC,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF MAR,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF JUN,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF SEP,1459000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2010,FIRST OF DEC,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF MAR,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF JUN,1196000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF SEP,1654000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2011,FIRST OF DEC,1406000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF MAR,2707000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF JUN,1863000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF SEP,1516000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2012,FIRST OF DEC,1799000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF MAR,1078000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF JUN,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2013,FIRST OF DEC,2376000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF MAR,3401000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF JUN,2774000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF SEP,2420000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2014,FIRST OF DEC,3409000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF MAR,2493000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF JUN,2277000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2015,FIRST OF DEC,3877000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF MAR,3540000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF JUN,1366000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF SEP,1198000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2016,FIRST OF DEC,3944000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF MAR,2640000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF JUN,1476000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF SEP,1284000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2017,FIRST OF DEC,3975000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF MAR,2497000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF JUN,1999000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF SEP,1634000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2018,FIRST OF DEC,4015000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF MAR,2690000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF JUN,1778000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF SEP,
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2019,FIRST OF DEC,3223000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF MAR,2624000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF JUN,2190000
CORN,"OFF FARM, GRAIN",AZ,STOCKS,BU,POINT IN TIME,2020,FIRST OF SEP,2080000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2000,FIRST OF MAR,7050000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2000,FIRST OF JUN,3451000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2000,FIRST OF SEP,2101000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2000,FIRST OF DEC,13815000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2001,FIRST OF MAR,9508000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2001,FIRST OF JUN,7070000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2001,FIRST OF SEP,5419000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2001,FIRST OF DEC,11694000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2002,FIRST OF MAR,9327000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2002,FIRST OF JUN,5721000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2002,FIRST OF SEP,2506000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2002,FIRST OF DEC,8990000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2003,FIRST OF MAR,7401000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2003,FIRST OF JUN,2897000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2003,FIRST OF SEP,2143000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2003,FIRST OF DEC,5963000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2004,FIRST OF MAR,5057000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2004,FIRST OF JUN,3120000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2004,FIRST OF SEP,3226000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2004,FIRST OF DEC,10100000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2005,FIRST OF MAR,7818000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2005,FIRST OF JUN,4779000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2005,FIRST OF SEP,3480000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2005,FIRST OF DEC,8024000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2006,FIRST OF MAR,6662000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2006,FIRST OF JUN,5062000
CORN,"OFF FARM, GRAIN",CA,STOCKS,BU,POINT IN TIME,2006,FIRST OF SEP,4946000
